EmployeeID,DisplayName,SamAccountName,UserPrincipalName,Department,Title,Manager,Office,OU,Enabled,Status,HomeDirectory,ProfilePath,PrimaryGroup
E1044,Drew Johnson,djohnson44,djohnson44@contoso.local,Sales,Sales Operations Analyst,Brandon Cole,SA-108,"OU=Sales,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\djohnson44,\\FS01\Profiles\djohnson44,GG_Sales_Users
E1045,Bailey Moore,bmoore45,bmoore45@contoso.local,Operations,Operations Specialist,Tanya Brooks,OP-109,"OU=Operations,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\bmoore45,\\FS01\Profiles\bmoore45,GG_Operations_Users
E1046,Avery Adams,aadams46,aadams46@contoso.local,IT,Help Desk Technician,Marcus Reed,IT-110,"OU=IT,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\aadams46,\\FS01\Profiles\aadams46,GG_IT_Users
E1047,Jordan Davis,jdavis47,jdavis47@contoso.local,HR,HR Generalist,Alicia Grant,HR-111,"OU=HR,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\jdavis47,\\FS01\Profiles\jdavis47,GG_HR_Users
E1048,Taylor Green,tgreen48,tgreen48@contoso.local,Finance,Payroll Analyst,Denise Porter,FI-112,"OU=Finance,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\tgreen48,\\FS01\Profiles\tgreen48,GG_Finance_Users
E1049,Morgan Johnson,mjohnson49,mjohnson49@contoso.local,Sales,Account Executive,Brandon Cole,SA-101,"OU=Sales,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\mjohnson49,\\FS01\Profiles\mjohnson49,GG_Sales_Users
E1050,Cameron Moore,cmoore50,cmoore50@contoso.local,Operations,Logistics Analyst,Tanya Brooks,OP-102,"OU=Operations,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\cmoore50,\\FS01\Profiles\cmoore50,GG_Operations_Users
E1051,Riley Adams,radams51,radams51@contoso.local,IT,IT Support Analyst,Marcus Reed,IT-103,"OU=IT,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\radams51,\\FS01\Profiles\radams51,GG_IT_Users
E1052,Casey Davis,cdavis52,cdavis52@contoso.local,HR,HR Coordinator,Alicia Grant,HR-104,"OU=HR,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\cdavis52,\\FS01\Profiles\cdavis52,GG_HR_Users
E1053,Parker Green,pgreen53,pgreen53@contoso.local,Finance,Accounts Payable Specialist,Denise Porter,FI-105,"OU=Finance,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\pgreen53,\\FS01\Profiles\pgreen53,GG_Finance_Users
E1054,Quinn Johnson,qjohnson54,qjohnson54@contoso.local,Sales,Sales Representative,Brandon Cole,SA-106,"OU=Sales,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\qjohnson54,\\FS01\Profiles\qjohnson54,GG_Sales_Users
E1055,Hayden Moore,hmoore55,hmoore55@contoso.local,Operations,Operations Coordinator,Tanya Brooks,OP-107,"OU=Operations,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\hmoore55,\\FS01\Profiles\hmoore55,GG_Operations_Users
E1056,Reese Adams,radams56,radams56@contoso.local,IT,Systems Administrator,Marcus Reed,IT-108,"OU=IT,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\radams56,\\FS01\Profiles\radams56,GG_IT_Users
E1057,Skyler Davis,sdavis57,sdavis57@contoso.local,HR,Recruiting Specialist,Alicia Grant,HR-109,"OU=HR,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\sdavis57,\\FS01\Profiles\sdavis57,GG_HR_Users
E1058,Logan Green,lgreen58,lgreen58@contoso.local,Finance,Financial Analyst,Denise Porter,FI-110,"OU=Finance,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\lgreen58,\\FS01\Profiles\lgreen58,GG_Finance_Users
E1059,Drew Johnson,djohnson59,djohnson59@contoso.local,Sales,Sales Operations Analyst,Brandon Cole,SA-111,"OU=Sales,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\djohnson59,\\FS01\Profiles\djohnson59,GG_Sales_Users
E1060,Bailey Moore,bmoore60,bmoore60@contoso.local,Operations,Operations Specialist,Tanya Brooks,OP-112,"OU=Operations,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\bmoore60,\\FS01\Profiles\bmoore60,GG_Operations_Users
E1061,Avery Adams,aadams61,aadams61@contoso.local,IT,Help Desk Technician,Marcus Reed,IT-101,"OU=IT,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\aadams61,\\FS01\Profiles\aadams61,GG_IT_Users
E1062,Jordan Davis,jdavis62,jdavis62@contoso.local,HR,HR Generalist,Alicia Grant,HR-102,"OU=HR,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\jdavis62,\\FS01\Profiles\jdavis62,GG_HR_Users
E1063,Taylor Green,tgreen63,tgreen63@contoso.local,Finance,Payroll Analyst,Denise Porter,FI-103,"OU=Finance,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\tgreen63,\\FS01\Profiles\tgreen63,GG_Finance_Users
E1064,Morgan Johnson,mjohnson64,mjohnson64@contoso.local,Sales,Account Executive,Brandon Cole,SA-104,"OU=Sales,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\mjohnson64,\\FS01\Profiles\mjohnson64,GG_Sales_Users
E1065,Cameron Moore,cmoore65,cmoore65@contoso.local,Operations,Logistics Analyst,Tanya Brooks,OP-105,"OU=Operations,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\cmoore65,\\FS01\Profiles\cmoore65,GG_Operations_Users
E1066,Riley Adams,radams66,radams66@contoso.local,IT,IT Support Analyst,Marcus Reed,IT-106,"OU=IT,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\radams66,\\FS01\Profiles\radams66,GG_IT_Users
E1067,Casey Davis,cdavis67,cdavis67@contoso.local,HR,HR Coordinator,Alicia Grant,HR-107,"OU=HR,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\cdavis67,\\FS01\Profiles\cdavis67,GG_HR_Users
E1068,Parker Green,pgreen68,pgreen68@contoso.local,Finance,Accounts Payable Specialist,Denise Porter,FI-108,"OU=Finance,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\pgreen68,\\FS01\Profiles\pgreen68,GG_Finance_Users
E1069,Quinn Johnson,qjohnson69,qjohnson69@contoso.local,Sales,Sales Representative,Brandon Cole,SA-109,"OU=Sales,OU=Corporate,DC=corp,DC=contoso,DC=local",False,Disabled-Offboarded,\\FS01\Home\qjohnson69,\\FS01\Profiles\qjohnson69,GG_Sales_Users
E1070,Hayden Moore,hmoore70,hmoore70@contoso.local,Operations,Operations Coordinator,Tanya Brooks,OP-110,"OU=Operations,OU=Corporate,DC=corp,DC=contoso,DC=local",False,Disabled-Offboarded,\\FS01\Home\hmoore70,\\FS01\Profiles\hmoore70,GG_Operations_Users
E1071,Reese Adams,radams71,radams71@contoso.local,IT,Systems Administrator,Marcus Reed,IT-111,"OU=IT,OU=Corporate,DC=corp,DC=contoso,DC=local",False,Disabled-Offboarded,\\FS01\Home\radams71,\\FS01\Profiles\radams71,GG_IT_Users
E1072,Skyler Davis,sdavis72,sdavis72@contoso.local,HR,Recruiting Specialist,Alicia Grant,HR-112,"OU=HR,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\sdavis72,\\FS01\Profiles\sdavis72,GG_HR_Users
E1073,Logan Green,lgreen73,lgreen73@contoso.local,Finance,Financial Analyst,Denise Porter,FI-101,"OU=Finance,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\lgreen73,\\FS01\Profiles\lgreen73,GG_Finance_Users
E1074,Drew Johnson,djohnson74,djohnson74@contoso.local,Sales,Sales Operations Analyst,Brandon Cole,SA-102,"OU=Sales,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\djohnson74,\\FS01\Profiles\djohnson74,GG_Sales_Users
E1075,Bailey Moore,bmoore75,bmoore75@contoso.local,Operations,Operations Specialist,Tanya Brooks,OP-103,"OU=Operations,OU=Corporate,DC=corp,DC=contoso,DC=local",True,Active,\\FS01\Home\bmoore75,\\FS01\Profiles\bmoore75,GG_Operations_Users
